what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838116363
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838121509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838142746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838156317
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838156341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1383838156365
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838157820
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838159597
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838160074
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838161466
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838183842
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838183862
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838185457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838187295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838188589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383838188604
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838189073
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838194119
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383838196806
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383838199651
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383838203008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383838206251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838214268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838307543
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1383838341109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838342857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838343036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1383838349196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838352700
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1383838356460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838356551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838358158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838881377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838885910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838889852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383838899734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383838903644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839135458
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1383839139872
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383839141300
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383839142842
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383839143231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839151334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839153904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839154193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839155936
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383839157194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383839158508
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383839158509
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383839159632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839160340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839161011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1383839161027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383839166215
